campaign,market,vendor,Media,comm,grp,date,time,length,day
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS2012B,2.3,12/16/2012,5:18 PM,30,sunday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS2012F,1.2,12/19/2012,8:50 PM,30,wednesday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS121212C,1.7,12/19/2012,7:49 PM,30,wednesday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS121912C,2,12/19/2012,12:19 PM,30,wednesday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS2012B,2.1,12/19/2012,2:17 PM,30,wednesday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS121212C,2.2,12/19/2012,9:24 AM,30,wednesday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS2012F,2.3,12/19/2012,10:22 AM,30,wednesday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS121212C,2.4,12/19/2012,4:22 PM,30,wednesday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS121212C,2.9,12/19/2012,8:18 AM,30,wednesday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS121212C,1.2,12/20/2012,8:44 PM,30,thursday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS121212C,1.2,12/20/2012,9:47 PM,30,thursday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS121212C,2,12/20/2012,12:50 PM,30,thursday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS2012B,2.2,12/20/2012,9:38 AM,30,thursday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS121212C,2.3,12/20/2012,11:38 AM,30,thursday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS2012F,2.3,12/20/2012,3:16 PM,30,thursday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS121912C,2.4,12/20/2012,4:53 PM,30,thursday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS2012B,2.9,12/20/2012,5:46 PM,30,thursday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS121912C,3.1,12/20/2012,7:35 AM,30,thursday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS2012B,2.3,12/21/2012,3:19 PM,30,friday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS2012F,2.8,12/21/2012,6:22 AM,30,friday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS121912C,2.9,12/21/2012,8:55 AM,30,friday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS121212C,1.1,12/22/2012,1:45 PM,30,saturday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS121212C,1.8,12/22/2012,11:46 AM,30,saturday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS121912C,2.3,12/22/2012,5:39 PM,30,saturday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS2012F,3.2,12/22/2012,4:11 PM,30,saturday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS2012B,1,12/23/2012,10:21 AM,30,sunday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS2012B,1.2,12/23/2012,11:19 AM,30,sunday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS2012B,1.8,12/23/2012,4:46 PM,30,sunday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS2012B,2.3,12/23/2012,5:41 PM,30,sunday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS080612D,1.2,12/26/2012,9:19 PM,30,wednesday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS122612C,1.7,12/26/2012,7:44 PM,30,wednesday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS030112C,2,12/26/2012,12:50 PM,30,wednesday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS080612D,2.3,12/26/2012,10:19 AM,30,wednesday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS122612D,2.3,12/26/2012,3:15 PM,30,wednesday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS122612D,2.4,12/26/2012,4:50 PM,30,wednesday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS122612D,2.8,12/26/2012,6:35 AM,30,wednesday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS122612C,2.9,12/26/2012,8:56 AM,30,wednesday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS122612D,3.1,12/26/2012,7:57 AM,30,wednesday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS122612D,1.2,12/27/2012,9:16 PM,30,thursday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS122612C,2.1,12/27/2012,2:18 PM,30,thursday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS122612D,2.1,12/27/2012,1:18 PM,30,thursday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS122612D,2.2,12/27/2012,9:21 AM,30,thursday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS080612D,2.4,12/27/2012,4:21 PM,30,thursday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS030112C,2.9,12/27/2012,5:46 PM,30,thursday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS030112C,3.1,12/27/2012,7:22 AM,30,thursday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS030112C,1.2,12/28/2012,8:44 PM,30,friday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS122612C,2,12/28/2012,12:50 PM,30,friday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS080612D,2.3,12/28/2012,3:21 PM,30,friday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS122612D,2.8,12/28/2012,6:55 AM,30,friday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS122612D,1.1,12/29/2012,1:47 PM,30,saturday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS122612D,1.8,12/29/2012,11:17 AM,30,saturday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS080612D,2.3,12/29/2012,5:46 PM,30,saturday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS122612C,2.6,12/29/2012,3:48 PM,30,saturday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS030112C,0.8,12/30/2012,12:45 PM,30,sunday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS030112C,1.2,12/30/2012,2:14 PM,30,sunday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS030112C,1.4,12/30/2012,3:14 PM,30,sunday
12 Radio EM December,austin (hisp) ppm,KLZT-FM,R,CNS030112C,1.6,12/30/2012,6:43 PM,30,sunday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,0.8,11/28/2012,9:15 PM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,1.6,11/28/2012,2:40 PM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,1.7,11/28/2012,5:47 PM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,1.9,11/28/2012,7:15 PM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS112912C,1.9,11/28/2012,4:49 PM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS112912D,1.9,11/28/2012,4:19 PM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,2,11/28/2012,1:46 PM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,2.9,11/28/2012,11:42 AM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS112912D,3.1,11/28/2012,7:40 AM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,3.1,11/28/2012,6:19 AM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS112912C,4,11/28/2012,9:21 AM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,1.5,11/29/2012,10:16 AM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,1.7,11/29/2012,8:17 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,2.7,11/29/2012,12:45 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS112912C,3.2,11/29/2012,8:45 AM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS112912D,3.2,11/29/2012,7:22 AM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,3.7,11/29/2012,9:49 AM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS112912D,4,11/29/2012,3:20 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS112912C,4.8,11/29/2012,5:18 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,2.5,11/30/2012,7:25 AM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,2.6,11/30/2012,9:17 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS112912D,2.9,11/30/2012,11:20 AM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,3.5,11/30/2012,9:28 AM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,4.2,11/30/2012,5:45 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,4.3,11/30/2012,3:44 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS112912C,4.6,11/30/2012,1:39 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS112912D,1.7,12/1/2012,4:36 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,1.8,12/1/2012,6:47 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS112912D,1.9,12/1/2012,8:47 AM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS112912C,2.2,12/1/2012,5:38 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS112912C,2.6,12/1/2012,9:48 AM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,2.7,12/1/2012,11:41 AM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,2.9,12/1/2012,2:47 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,3.6,12/1/2012,1:37 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,1.3,12/2/2012,8:37 AM,30,sunday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,1.4,12/2/2012,7:02 AM,30,sunday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,4,12/2/2012,7:35 PM,30,sunday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS120512D,1.2,12/5/2012,10:14 PM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,1.6,12/5/2012,2:42 PM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,1.9,12/5/2012,4:43 PM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,2.6,12/5/2012,6:44 PM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS120512D,3.1,12/5/2012,8:52 AM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,3.1,12/5/2012,6:24 AM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,3.1,12/5/2012,7:42 AM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS120512C,3.2,12/5/2012,12:14 PM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,1.6,12/6/2012,11:15 AM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,2,12/6/2012,7:42 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS120512D,2.3,12/6/2012,9:45 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,2.6,12/6/2012,6:42 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,2.7,12/6/2012,12:42 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS120512C,3.2,12/6/2012,7:47 AM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,3.7,12/6/2012,9:41 AM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS120512C,4,12/6/2012,3:45 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS120512D,4.2,12/6/2012,2:42 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,4.8,12/6/2012,5:28 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,2.4,12/7/2012,8:34 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,2.5,12/7/2012,6:39 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS120512C,2.6,12/7/2012,6:53 AM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,3.3,12/7/2012,8:24 AM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,3.5,12/7/2012,9:43 AM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,3.5,12/7/2012,12:16 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS120512C,5,12/7/2012,4:46 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS120512D,5.3,12/7/2012,2:43 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,1.7,12/8/2012,4:40 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS120512C,1.8,12/8/2012,6:48 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,1.9,12/8/2012,8:49 AM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS120512D,2.2,12/8/2012,5:35 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS120512D,2.6,12/8/2012,9:44 AM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS120512C,2.7,12/8/2012,11:39 AM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,2.9,12/8/2012,2:47 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,3.6,12/8/2012,1:38 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,1.3,12/9/2012,8:33 AM,30,sunday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,1.4,12/9/2012,7:04 AM,30,sunday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,2.4,12/9/2012,9:36 PM,30,sunday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212D,0.8,12/12/2012,9:49 PM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,1.7,12/12/2012,5:47 PM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,2,12/12/2012,1:14 PM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212C,2.8,12/12/2012,10:42 AM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,2.8,12/12/2012,3:45 PM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,3.1,12/12/2012,7:45 AM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212D,4,12/12/2012,9:43 AM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,1.6,12/13/2012,11:45 AM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,2.1,12/13/2012,10:43 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,2.6,12/13/2012,6:15 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212C,3.2,12/13/2012,7:51 AM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,3.2,12/13/2012,8:49 AM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,3.7,12/13/2012,9:54 AM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212D,4.2,12/13/2012,2:16 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212C,4.3,12/13/2012,4:17 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,2.4,12/14/2012,8:14 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212D,2.5,12/14/2012,7:27 AM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,2.5,12/14/2012,10:14 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,2.5,12/14/2012,6:19 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,2.6,12/14/2012,6:43 AM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,2.9,12/14/2012,10:51 AM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212C,3.5,12/14/2012,9:33 AM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,3.5,12/14/2012,12:15 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212D,4.3,12/14/2012,3:46 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,4.6,12/14/2012,1:47 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212C,5,12/14/2012,4:50 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212D,1.7,12/15/2012,4:38 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,1.8,12/15/2012,6:47 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212D,1.9,12/15/2012,8:40 AM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212C,2.2,12/15/2012,5:38 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212C,2.6,12/15/2012,9:37 AM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,2.7,12/15/2012,11:44 AM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,2.9,12/15/2012,2:50 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,3.6,12/15/2012,1:36 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,1.2,12/16/2012,9:37 AM,30,sunday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,1.4,12/16/2012,7:01 AM,30,sunday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,3.3,12/16/2012,8:36 PM,30,sunday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212C,0.8,12/19/2012,9:16 PM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212C,1.6,12/19/2012,2:43 PM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,1.7,12/19/2012,5:48 PM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212C,1.9,12/19/2012,7:17 PM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121912C,1.9,12/19/2012,4:44 PM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,1.9,12/19/2012,4:19 PM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212C,2,12/19/2012,1:40 PM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,2.9,12/19/2012,11:43 AM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212C,3.1,12/19/2012,6:41 AM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,3.1,12/19/2012,7:57 AM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121912C,4,12/19/2012,9:24 AM,30,wednesday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212C,1.5,12/20/2012,10:14 AM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,2.1,12/20/2012,10:17 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212C,2.7,12/20/2012,12:41 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121912C,3.2,12/20/2012,8:42 AM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,3.2,12/20/2012,7:19 AM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,3.7,12/20/2012,9:24 AM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,4,12/20/2012,3:16 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121912C,4.8,12/20/2012,5:17 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,2,12/21/2012,7:46 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121912C,2.5,12/21/2012,6:47 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212C,2.6,12/21/2012,6:23 AM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,2.9,12/21/2012,11:18 AM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212C,3.3,12/21/2012,8:26 AM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212C,4.2,12/21/2012,5:15 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,4.2,12/21/2012,5:42 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,4.3,12/21/2012,3:44 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121912C,4.6,12/21/2012,1:45 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212C,5,12/21/2012,4:17 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212C,1.7,12/22/2012,4:48 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212C,1.7,12/22/2012,3:53 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,1.8,12/22/2012,6:42 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212C,1.9,12/22/2012,8:48 AM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121212C,2.6,12/22/2012,9:51 AM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,2.6,12/22/2012,10:44 AM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121912C,2.9,12/22/2012,2:40 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,2.9,12/22/2012,2:50 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,1.2,12/23/2012,9:36 AM,30,sunday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS122312D,1.4,12/23/2012,7:00 AM,30,sunday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,1.6,12/23/2012,10:39 PM,30,sunday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS122312D,2.2,12/24/2012,6:17 AM,30,monday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012B,2.7,12/24/2012,7:42 AM,30,monday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS121912C,2.9,12/24/2012,11:43 AM,30,monday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS122312D,3.2,12/24/2012,1:14 PM,30,monday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS122312D,3.2,12/24/2012,1:38 PM,30,monday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS2012F,4.1,12/24/2012,9:17 AM,30,monday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS030112C,1.5,12/27/2012,10:13 AM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS080612D,1.7,12/27/2012,8:40 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS030112C,2.1,12/27/2012,10:41 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS122612D,2.7,12/27/2012,12:44 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS122612C,3.2,12/27/2012,8:40 AM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS122612D,3.2,12/27/2012,7:24 AM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS080612D,3.7,12/27/2012,9:48 AM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS122612D,4,12/27/2012,3:16 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS122612C,4.8,12/27/2012,5:26 PM,30,thursday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS122612D,2,12/28/2012,7:40 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS122612D,2.5,12/28/2012,7:21 AM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS122612C,2.6,12/28/2012,9:43 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS122612C,2.9,12/28/2012,11:17 AM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS122612D,3.5,12/28/2012,9:24 AM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS122612D,4.2,12/28/2012,5:47 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS030112C,4.3,12/28/2012,3:44 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS080612D,4.6,12/28/2012,1:43 PM,30,friday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS030112C,1.7,12/29/2012,4:49 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS080612D,1.7,12/29/2012,3:54 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS122612D,1.8,12/29/2012,6:37 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS080612D,1.9,12/29/2012,8:36 AM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS122612D,2.2,12/29/2012,12:52 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS030112C,2.6,12/29/2012,9:35 AM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS122612D,2.6,12/29/2012,10:52 AM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS122612C,2.9,12/29/2012,2:39 PM,30,saturday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS030112C,1.2,12/30/2012,6:47 AM,30,sunday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS030112C,1.3,12/30/2012,8:36 AM,30,sunday
12 Radio EM December,corpus christi,KSAB-FM,R,CNS030112C,2.4,12/30/2012,9:36 PM,30,sunday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.3,11/26/2012,5:23 AM,30,monday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS112912C,0.3,11/28/2012,10:21 PM,30,wednesday
